,x,y,congestion
275,73.0,8.0,0.024091364815831184
276,75.0,8.0,0.9993287324905396
277,79.0,8.0,0.9995957612991333
278,83.0,8.0,0.9989240765571594
279,87.0,8.0,0.9998313784599304
280,89.0,8.0,0.03123026341199875
281,91.0,8.0,0.9995903372764587
282,95.0,8.0,0.9998323321342468
283,99.0,8.0,0.9993056058883667
284,103.0,8.0,0.9997972846031189
285,104.0,8.0,0.029380720108747482
286,107.0,8.0,0.9990036487579346
287,111.0,8.0,0.9995893836021423
288,115.0,8.0,0.9989274740219116
289,119.0,8.0,0.9998353719711304
290,123.0,8.0,0.9995607137680054
291,127.0,8.0,0.9998266100883484
292,131.0,8.0,0.9993029236793518
293,135.0,8.0,0.999810516834259
294,139.0,8.0,0.9991177916526794
295,143.0,8.0,0.9996824264526367
296,147.0,8.0,0.9990313053131104
297,151.0,8.0,0.9998863339424133
298,155.0,8.0,0.9997206926345825
299,159.0,8.0,0.9999096393585205
300,163.0,8.0,0.9996158480644226
301,167.0,8.0,0.9998647570610046
302,168.0,8.0,0.02822813019156456
303,171.0,8.0,0.9991550445556641
304,175.0,8.0,0.9996354579925537
305,176.0,8.0,0.032341063022613525
306,179.0,8.0,0.9989582896232605
307,183.0,8.0,0.9998273849487305
308,185.0,8.0,0.023756878450512886
309,187.0,8.0,0.9993200898170471
310,191.0,8.0,0.9997237324714661
311,193.0,8.0,0.0015111746033653617
312,195.0,8.0,0.9989006519317627
313,196.0,8.0,0.12509267032146454
314,199.0,8.0,0.9992976188659668
315,200.0,8.0,0.40372809767723083
316,203.0,8.0,0.9962955713272095
317,204.0,8.0,0.13397371768951416
318,207.0,8.0,0.9980777502059937
319,208.0,8.0,0.3754931390285492
320,209.0,8.0,0.05066099762916565
321,211.0,8.0,0.9971838593482971
322,212.0,8.0,0.33772778511047363
323,213.0,8.0,0.24289490282535553
324,215.0,8.0,0.9985104203224182
325,216.0,8.0,0.26063352823257446
326,217.0,8.0,0.1976197510957718
327,219.0,8.0,0.996141254901886
328,221.0,8.0,0.29743528366088867
329,223.0,8.0,0.9976003170013428
330,224.0,8.0,0.1026238277554512
331,225.0,8.0,0.3441277742385864
332,227.0,8.0,0.9952426552772522
333,228.0,8.0,0.2091088891029358
334,229.0,8.0,0.543182909488678
335,231.0,8.0,0.9940708875656128
336,232.0,8.0,0.3248904049396515
337,233.0,8.0,0.22466391324996948
338,235.0,8.0,0.9826743006706238
339,236.0,8.0,0.07211657613515854
340,237.0,8.0,0.35191935300827026
341,239.0,8.0,0.9883585572242737
342,240.0,8.0,0.32051563262939453
343,241.0,8.0,0.21788635849952698
344,243.0,8.0,0.9896916151046753
345,244.0,8.0,0.06115294620394707
346,245.0,8.0,0.7996384501457214
347,247.0,8.0,0.9979106187820435
348,249.0,8.0,0.23436282575130463
349,251.0,8.0,0.9806311130523682
350,3.0,10.0,0.2546490728855133
351,7.0,10.0,0.21023857593536377
352,11.0,10.0,0.9776307344436646
353,12.0,10.0,0.12506841123104095
354,15.0,10.0,0.8977870941162109
355,16.0,10.0,0.3984971046447754
356,19.0,10.0,0.9390769004821777
357,20.0,10.0,0.2549877166748047
358,23.0,10.0,0.908729612827301
359,24.0,10.0,0.647352397441864
360,27.0,10.0,0.9758878350257874
361,28.0,10.0,0.186624214053154
362,31.0,10.0,0.9566528797149658
363,32.0,10.0,0.24792630970478058
364,35.0,10.0,0.9657717347145081
365,36.0,10.0,0.16937831044197083
366,39.0,10.0,0.9568725228309631
367,40.0,10.0,0.6455287933349609
368,43.0,10.0,0.9807992577552795
369,44.0,10.0,0.2525126039981842
370,47.0,10.0,0.9533543586730957
371,48.0,10.0,0.40981778502464294
372,51.0,10.0,0.9801300168037415
373,52.0,10.0,0.15485091507434845
374,55.0,10.0,0.9809799194335938
375,56.0,10.0,0.31995725631713867
376,59.0,10.0,0.993793785572052
377,63.0,10.0,0.9857443571090698
378,67.0,10.0,0.9895026087760925
379,68.0,10.0,0.012278901413083076
380,71.0,10.0,0.978911280632019
381,72.0,10.0,0.4133009910583496
382,75.0,10.0,0.990295946598053
383,76.0,10.0,0.029259158298373222
384,79.0,10.0,0.9772875308990479
385,80.0,10.0,0.20898567140102386
386,83.0,10.0,0.9868941903114319
387,84.0,10.0,0.05125151947140694
388,87.0,10.0,0.9805603623390198
389,88.0,10.0,0.2776096761226654
390,91.0,10.0,0.993018627166748
391,95.0,10.0,0.9890161752700806
392,99.0,10.0,0.9894568920135498
393,103.0,10.0,0.967021644115448
394,104.0,10.0,0.3340856730937958
395,107.0,10.0,0.9776633381843567
396,111.0,10.0,0.9620574116706848
397,112.0,10.0,0.15726889669895172
398,115.0,10.0,0.9801470637321472
399,116.0,10.0,0.004901712294667959
400,119.0,10.0,0.9728935956954956
401,120.0,10.0,0.10811354964971542
402,123.0,10.0,0.9889259934425354
403,127.0,10.0,0.9842717051506042
404,131.0,10.0,0.9868872165679932
405,135.0,10.0,0.9686679244041443
406,136.0,10.0,0.12475980818271637
407,139.0,10.0,0.9791267514228821
408,143.0,10.0,0.9710718989372253
409,144.0,10.0,0.03358148783445358
410,147.0,10.0,0.9873165488243103
411,151.0,10.0,0.9866955876350403
412,152.0,10.0,0.038698937743902206
413,155.0,10.0,0.9941360950469971
414,159.0,10.0,0.9942249655723572
415,163.0,10.0,0.9941641092300415
416,167.0,10.0,0.9850178360939026
417,168.0,10.0,0.19201289117336273
418,171.0,10.0,0.980906069278717
419,175.0,10.0,0.979155957698822
420,176.0,10.0,0.2193412333726883
421,179.0,10.0,0.9885592460632324
422,180.0,10.0,0.20405946671962738
423,183.0,10.0,0.9881066679954529
424,184.0,10.0,0.17408591508865356
425,187.0,10.0,0.988282322883606
426,191.0,10.0,0.9910480976104736
427,192.0,10.0,0.09659836441278458
428,195.0,10.0,0.9887229204177856
429,196.0,10.0,0.442884624004364
430,199.0,10.0,0.9652231931686401
431,200.0,10.0,0.7505953907966614
432,203.0,10.0,0.939769446849823
433,204.0,10.0,0.6002763509750366
434,207.0,10.0,0.9602856040000916
435,208.0,10.0,0.8206096887588501
436,211.0,10.0,0.9814609885215759
437,212.0,10.0,0.7714844942092896
438,215.0,10.0,0.9610074162483215
439,216.0,10.0,0.6081053614616394
440,219.0,10.0,0.9592177867889404
441,220.0,10.0,0.14888809621334076
442,223.0,10.0,0.9651079773902893
443,224.0,10.0,0.3704852759838104
444,227.0,10.0,0.9755955934524536
445,228.0,10.0,0.5191684365272522
446,229.0,10.0,0.018873684108257294
447,231.0,10.0,0.8959531784057617
448,232.0,10.0,0.4108782410621643
449,235.0,10.0,0.8754957318305969
450,236.0,10.0,0.25362569093704224
451,239.0,10.0,0.8902674913406372
452,240.0,10.0,0.5039154291152954
453,243.0,10.0,0.9736847281455994
454,244.0,10.0,0.22808262705802917
455,245.0,10.0,0.3561834394931793
456,247.0,10.0,0.9806914329528809
457,251.0,10.0,0.7353596687316895
458,3.0,12.0,0.8869527578353882
459,7.0,12.0,0.38603198528289795
460,11.0,12.0,0.8993492722511292
461,12.0,12.0,0.23572710156440735
462,13.0,12.0,0.32526254653930664
463,15.0,12.0,0.8950420618057251
464,16.0,12.0,0.28352296352386475
465,17.0,12.0,0.12770624458789825
466,19.0,12.0,0.9564642310142517
467,20.0,12.0,0.11703090369701385
468,21.0,12.0,0.17936204373836517
469,23.0,12.0,0.9008781313896179
470,24.0,12.0,0.30181941390037537
471,25.0,12.0,0.1496165543794632
472,27.0,12.0,0.9872115850448608
473,28.0,12.0,0.2394016832113266
474,29.0,12.0,0.2578820586204529
475,31.0,12.0,0.9700978994369507
476,32.0,12.0,0.1353873759508133
477,33.0,12.0,0.15102519094944
478,35.0,12.0,0.9922757744789124
479,36.0,12.0,0.04667096585035324
480,37.0,12.0,0.1168656125664711
481,39.0,12.0,0.9651758670806885
482,40.0,12.0,0.2978304624557495
483,41.0,12.0,0.12987922132015228
484,43.0,12.0,0.9909433126449585
485,44.0,12.0,0.3171045184135437
486,45.0,12.0,0.145140141248703
487,47.0,12.0,0.9770117998123169
488,48.0,12.0,0.29912272095680237
489,49.0,12.0,0.1675233542919159
490,51.0,12.0,0.9964622855186462
491,52.0,12.0,0.07879230380058289
492,53.0,12.0,0.29554951190948486
493,55.0,12.0,0.9919987916946411
494,56.0,12.0,0.11132461577653885
495,57.0,12.0,0.4479530155658722
496,59.0,12.0,0.9990547895431519
497,61.0,12.0,0.4752415716648102
498,63.0,12.0,0.9959822297096252
499,65.0,12.0,0.4213727116584778
500,67.0,12.0,0.998968243598938
501,69.0,12.0,0.30868053436279297
502,71.0,12.0,0.9941162467002869
503,72.0,12.0,0.29771703481674194
504,73.0,12.0,0.3946341276168823
505,75.0,12.0,0.9987936019897461
506,76.0,12.0,0.1699017733335495
507,77.0,12.0,0.35354167222976685
508,79.0,12.0,0.9942159056663513
509,80.0,12.0,0.2061389982700348
510,81.0,12.0,0.41720661520957947
511,83.0,12.0,0.9989097714424133
512,84.0,12.0,0.04017631337046623
513,85.0,12.0,0.38352352380752563
514,87.0,12.0,0.9959239959716797
515,88.0,12.0,0.16439767181873322
516,89.0,12.0,0.5289778113365173
517,91.0,12.0,0.9996078014373779
518,93.0,12.0,0.5628740787506104
519,95.0,12.0,0.9981569051742554
520,97.0,12.0,0.599385678768158
521,99.0,12.0,0.9995920062065125
522,101.0,12.0,0.38575708866119385
523,103.0,12.0,0.9959459900856018
524,104.0,12.0,0.251433402299881
525,105.0,12.0,0.3549019992351532
526,107.0,12.0,0.9990084171295166
527,108.0,12.0,0.12878097593784332
528,109.0,12.0,0.29837554693222046
529,111.0,12.0,0.9944446086883545
530,112.0,12.0,0.1909688264131546
531,113.0,12.0,0.34295228123664856
532,115.0,12.0,0.9993067979812622
533,116.0,12.0,0.036020662635564804
534,117.0,12.0,0.2792951464653015
535,119.0,12.0,0.9960584044456482
536,120.0,12.0,0.09829972684383392
537,121.0,12.0,0.4068859815597534
538,123.0,12.0,0.9997816681861877
539,125.0,12.0,0.4728984832763672
540,127.0,12.0,0.9983308911323547
541,129.0,12.0,0.5380682945251465
542,131.0,12.0,0.9997636079788208
543,133.0,12.0,0.3057493269443512
544,135.0,12.0,0.9960683584213257
545,136.0,12.0,0.1194545328617096
546,137.0,12.0,0.28327029943466187
547,139.0,12.0,0.9994103908538818
548,140.0,12.0,0.05578213930130005
549,141.0,12.0,0.30918824672698975
550,143.0,12.0,0.9968485832214355
551,144.0,12.0,0.10437341779470444
552,145.0,12.0,0.47563862800598145
553,147.0,12.0,0.9997310638427734
554,149.0,12.0,0.4245496988296509
555,151.0,12.0,0.9981162548065186
556,152.0,12.0,0.05483340099453926
557,153.0,12.0,0.5596997141838074
558,155.0,12.0,0.999912440776825
559,157.0,12.0,0.5957565903663635
560,159.0,12.0,0.9990657567977905
561,161.0,12.0,0.7245181798934937
562,163.0,12.0,0.9998965263366699
563,165.0,12.0,0.40504708886146545
564,167.0,12.0,0.9966452717781067
565,168.0,12.0,0.17517872154712677
566,169.0,12.0,0.34468844532966614
567,171.0,12.0,0.9994297027587891
568,172.0,12.0,0.09611696749925613
569,173.0,12.0,0.19541341066360474
570,175.0,12.0,0.9936539530754089
571,176.0,12.0,0.23755404353141785
572,177.0,12.0,0.4204700291156769
573,179.0,12.0,0.999453604221344
574,180.0,12.0,0.10006843507289886
575,181.0,12.0,0.3543640375137329
576,183.0,12.0,0.9939426183700562
577,184.0,12.0,0.04729190841317177
578,185.0,12.0,0.3774581253528595
579,187.0,12.0,0.9994737505912781
580,189.0,12.0,0.3486384451389313
581,191.0,12.0,0.9960198998451233
582,192.0,12.0,0.019737211987376213
583,193.0,12.0,0.5012215375900269
584,195.0,12.0,0.9990056753158569
585,196.0,12.0,0.09648546576499939
586,197.0,12.0,0.27607855200767517
587,199.0,12.0,0.9740296602249146
588,200.0,12.0,0.308152437210083
589,201.0,12.0,0.08709432929754257
590,203.0,12.0,0.9870789647102356
591,204.0,12.0,0.36233845353126526
592,205.0,12.0,0.05661313980817795
593,207.0,12.0,0.9511236548423767
594,208.0,12.0,0.4237062931060791
595,209.0,12.0,0.3303162455558777
596,211.0,12.0,0.9920024871826172
597,212.0,12.0,0.16714783012866974
598,213.0,12.0,0.34118637442588806
599,215.0,12.0,0.917320728302002
600,216.0,12.0,0.0008204290643334389
601,217.0,12.0,0.09536191821098328
602,219.0,12.0,0.9648788571357727
603,221.0,12.0,0.1331811249256134
604,223.0,12.0,0.908054530620575
605,225.0,12.0,0.3394564092159271
606,227.0,12.0,0.9636653065681458
607,229.0,12.0,0.2935331165790558
608,231.0,12.0,0.7293828129768372
609,233.0,12.0,0.0006438227719627321
610,235.0,12.0,0.7769863605499268
611,237.0,12.0,0.0685196965932846
612,239.0,12.0,0.7020300030708313
613,240.0,12.0,0.017097951844334602
614,241.0,12.0,0.22365766763687134
615,243.0,12.0,0.9613860845565796
616,245.0,12.0,0.7041647434234619
617,247.0,12.0,0.92982017993927
618,251.0,12.0,0.8350613713264465
619,11.0,14.0,0.3851493000984192
620,12.0,14.0,0.03258849307894707
621,15.0,14.0,0.6451178193092346
622,16.0,14.0,0.20562471449375153
623,19.0,14.0,0.5608329176902771
624,20.0,14.0,0.22084657847881317
625,23.0,14.0,0.7621142268180847
626,24.0,14.0,0.2687545120716095
627,27.0,14.0,0.7736698985099792
628,28.0,14.0,0.1342204213142395
629,31.0,14.0,0.8794981241226196
630,32.0,14.0,0.16020962595939636
631,35.0,14.0,0.7296956777572632
632,36.0,14.0,0.08993769437074661
633,39.0,14.0,0.8315829038619995
634,40.0,14.0,0.2230989634990692
635,43.0,14.0,0.7119809985160828
636,44.0,14.0,0.1644391119480133
637,47.0,14.0,0.8605315089225769
638,48.0,14.0,0.2933466136455536
639,51.0,14.0,0.8322901129722595
640,52.0,14.0,0.17582978308200836
641,55.0,14.0,0.9547784328460693
642,56.0,14.0,0.11679428815841675
643,59.0,14.0,0.9431544542312622
644,63.0,14.0,0.9772571325302124
645,67.0,14.0,0.9161076545715332
646,68.0,14.0,0.07367338985204697
647,71.0,14.0,0.9738471508026123
648,72.0,14.0,0.3209129869937897
649,75.0,14.0,0.9311400055885315
650,76.0,14.0,0.24003486335277557
651,79.0,14.0,0.9778199195861816
652,80.0,14.0,0.29573628306388855
653,83.0,14.0,0.9298548102378845
654,84.0,14.0,0.2541234493255615
655,87.0,14.0,0.9849547147750854
656,88.0,14.0,0.21276307106018066
657,91.0,14.0,0.9708529114723206
658,95.0,14.0,0.9937853217124939
659,99.0,14.0,0.9621855616569519
660,100.0,14.0,0.01672029308974743
661,103.0,14.0,0.984571099281311
662,104.0,14.0,0.2866349518299103
663,107.0,14.0,0.9379594326019287
664,108.0,14.0,0.21739475429058075
665,111.0,14.0,0.9802849292755127
666,112.0,14.0,0.26552146673202515
667,115.0,14.0,0.9244107604026794
668,116.0,14.0,0.158710777759552
669,119.0,14.0,0.9836324453353882
670,120.0,14.0,0.09246160835027695
671,123.0,14.0,0.9736793041229248
672,127.0,14.0,0.9937183856964111
673,131.0,14.0,0.9536952376365662
674,135.0,14.0,0.9817820191383362
675,136.0,14.0,0.09774360805749893
676,139.0,14.0,0.9481970071792603
677,140.0,14.0,0.08325707167387009
678,143.0,14.0,0.988187313079834
679,144.0,14.0,0.1683056652545929
680,147.0,14.0,0.9663944840431213
681,148.0,14.0,0.0647769346833229
682,151.0,14.0,0.9945946931838989
683,152.0,14.0,0.05516643077135086
684,155.0,14.0,0.9902809858322144
685,157.0,14.0,0.001459019840694964
686,159.0,14.0,0.9974117875099182
687,163.0,14.0,0.9750563502311707
688,167.0,14.0,0.9880125522613525
689,168.0,14.0,0.11484432220458984
690,171.0,14.0,0.9432153701782227
691,172.0,14.0,0.08225124329328537
692,175.0,14.0,0.9777255654335022
693,176.0,14.0,0.19936251640319824
694,179.0,14.0,0.9273460507392883
695,180.0,14.0,0.13536010682582855
696,183.0,14.0,0.9799497127532959
697,184.0,14.0,0.0909167006611824
698,187.0,14.0,0.970930278301239
699,191.0,14.0,0.9835781455039978
700,195.0,14.0,0.9444727897644043
701,196.0,14.0,0.11243927478790283
702,199.0,14.0,0.9410783052444458
703,200.0,14.0,0.3995746970176697
704,203.0,14.0,0.8074424266815186
705,204.0,14.0,0.48060786724090576
706,207.0,14.0,0.8629441261291504
707,208.0,14.0,0.5031322240829468
708,211.0,14.0,0.8695411682128906
709,212.0,14.0,0.19926674664020538
710,215.0,14.0,0.8559224009513855
711,216.0,14.0,0.018509073182940483
712,219.0,14.0,0.7269938588142395
713,223.0,14.0,0.7382292747497559
714,227.0,14.0,0.777744472026825
715,229.0,14.0,0.0006983784260228276
716,231.0,14.0,0.6182928085327148
717,235.0,14.0,0.40689346194267273
718,239.0,14.0,0.4300926923751831
719,243.0,14.0,0.7866666913032532
720,245.0,14.0,0.09362976253032684
721,247.0,14.0,0.8142490983009338
722,251.0,14.0,0.0008311414858326316
723,3.0,16.0,0.759275496006012
724,7.0,16.0,0.4537050426006317
725,11.0,16.0,0.5123610496520996
726,13.0,16.0,0.17267581820487976
727,15.0,16.0,0.7945559024810791
728,16.0,16.0,0.10841222107410431
729,17.0,16.0,0.1994255632162094
730,19.0,16.0,0.7587668895721436
731,20.0,16.0,0.13244357705116272
732,21.0,16.0,0.4002622365951538
733,23.0,16.0,0.9254578948020935
734,24.0,16.0,0.2610222101211548
735,25.0,16.0,0.2933562099933624
736,27.0,16.0,0.90962153673172
737,28.0,16.0,0.06393710523843765
